Px Code,Supply #,Description,Unit Price
274000181,68411,BRST MMR SIL MDRT + 395,2730
274000181,68519,BRST COHES I MP 235MODERATE CL,1750
274000181,68591,BRST COHES I SILI MP+ 575,1800
274000181,68725,BRST COHES III MH/HP 440,2730
274000181,68735,BRST STYCPG321 MMR 775,2730
274000181,68842,BRST SIL RND 155CC,2730
274000181,68960,EXP BRST MMR SIL MDRT + 495,2730
274000181,68992,BRST COHES III MH/HP 260,2730
274000181,69010,BRST STYCPG321 MMR 640,2730
274000181,69022,EXP BRST SIL STY5600 UHP 650,1910
274000181,69065,BRST COHES I SILI MP+ 550,1800
274000181,69280,BRST STYCPG323 MMR 375,2730
274000181,69395,BRST MMR SIL RND 185CC,1700
274000181,69595,BRST STYCPG312 MMR RND 480,2730
274000181,69894,BRST MMR SIL MDRT + 205,2730
274000181,70242,EXP BRST MMR SIL MDRT + 555,2730
274000181,70244,BRST STYCPG323 MMR 295,2730
274000181,70306,BRST STYCPG323 MMR 540,2730
274000181,70364,BRST STYCPG MMR 525 525,2730
274000181,70372,BRST STYCPG323 MMR 475,2730
274000181,70390,BRST STYCPG MMR 332 585,2730
274000181,70465,BRST STYCPG323 MMR 420,2730
274000181,70566,BRST COHES I SILI UHP 480,1910
274000181,70583,BRST STYCPG312 MMR RND 245,2730
274000181,70645,EXP BRST MMR SIL MDRT + 680,2730
274000181,70665,BRST COHES I SILI UHP 800,1910
274000181,70673,EXP BRST MMR SIL MDRT + 615,2730
274000181,70720,BRST NACL MP+ 800,1030
274000181,70779,BRST COHES I SILI UHP 455,1910
274000181,70824,BRST COHES I SILI MP+ 200,1800
274000181,70833,BRST COHES I SILI UHP 295,1910
274000181,70966,BRST MMR SIL RND 355CC,2730
274000181,70977,EXP BRST SIL STY5500 UHP 590,1910
274000181,71008,BRST STYCPG321 MMR 530,2730
274000186,39326,SYNTH POLY LG LT 7.5X28X40,989.5
274000186,39337,PLT MEDPOR TI 41X42X0.6,1967.1
274000186,39432,WT EYLD GLD 1.2GA,550
274000186,40006,EYE LID WEIGHTS 1.6GA GOLD,630
274000186,40484,SYNTH POLY RT LG 7.5X28X40,989.5
274000186,40535,EYE LID WEIGHTS 1.4GA GOLD,590
274000186,40809,EYE LID WEIGHTS 1.0GA GOLD,530
274000186,40844,EYE LID WEIGHTS 0.8GA GOLD,480
274000186,42654,RNG OPT AHMED TENS CPSLR 6,390
274000186,60875,EYELID SMTH RND PLTN 0.6X1.8,1200
274000186,61092,WT EYLD PLTN 1.0GMS,810
274000186,61608,WT EYLD PLTN 0.8GMS,770
274000186,61612,WT EYLD PLTN 1.6GMS,1090
274000186,61652,WT EYLD PLTN 1.2GMS,850
274000186,66359,WT EYLD GLD 0.6GM,440
274000186,66468,WT EYLD GLD 0.8GM,480
274000186,68593,WT EYLD GLD 1.6GM,600
274000186,69842,WT EYLD GLD 1.8GM,640
274000186,70885,SPACER EYELID LOWER,790.86
274000186,81571,WT EYLD GLD 1.8GA,460
274000186,81572,WT EYLD GLD 0.6GA,460
274000189,15248,ABTMNT HD NCL MAGNET CI24RE,28000
274000189,39615,ABTMNT HD SYN FLEX 24 SLM,35040
274000189,39707,ABTMNT HD NCL CI522 PRFL SLIM,29000
274000189,39847,ABTMNT HD BH PROS CONCL LTX TI,4600
274000189,39865,ABTMNT HD SYN FLEX 28 SLIM,35040
274000189,40142,COCHLEAR MID SCALA ULTRA,26222
274000189,40192,ABTMNT HD NCL CI512 MAGNET AUD,29000
274000189,56337,ABTMNT HFC CCHLR ULTSLM,26222
274000189,64285,RIM HELICAL LT,1047.54
274000189,64305,EAR BASE EXTENDED LT,1922.3
274000189,67402,COCHLEAR MID SCALA 90K,26222
274000189,67835,ABTMNT HD CNC FLEX 28 SLIM,33610
274000189,68608,ABTMNT HD NCL PRC AUDITORY,28000
274000189,69126,COCHLEAR MED EL CONCERT MD,33610
274000189,69220,OTLR BAHA ABTMNT DV 4X14 PROS,6680
274000189,69237,BAHA BLA KT SNGL 4,691.16
274000189,69640,ABTMNT HD CNC FLEX 28 TI,33610
274000189,70445,COCHLEAR BAHA BA300 ABUT 12MM,3860
274000189,70990,ABTMNT HD HRS ELCTRD EAR,67000
274000189,81680,ABTMNT HD SNT PULSAR SPLIT,30290
274000189,81709,ABTMNT HD SNT PRC AUD,30290
274000189,95418,ABTMNT AID HF3D ELCTRD SJ 20,30222
274000192,80382,NRV STM PRGRMR INTELL EXT WRLS,2600
274000193,14512,NRSTM RST ADV PERM,3000
274000193,66744,KT CHRGR 1/,2968
274000193,68218,NRSTM ACT DBS BRN PERM,3222.5
274000196,36371,RTRC JNK CARD SURG 20X20,400
274000197,66181,DEV HRT2 VNTRC PWR MOD XVE,16000
274000198,36418,HEARTWARE KIT CNTLR TAKE HOME,14300
274000198,60602,PCKT HRT2 CTRL VNTRC SYS,11000
274000198,60631,DEV HRT CNTRLLR EMRG BCKUP,11000
274000200,67643,MOD HRT2 VNTRC XVE DSPL,5600
274000205,36582,HEARTWARE CHARGER BATTERY,12200
274000205,64301,DEV HRT2 VNTRC UNIV CHRGR,14400
274000207,60417,BATT HRT2 CLIP 14V 14V,2200
274000208,61110,HEARTWARE PK PATIENT,850
274000208,67841,HEARTWARE PK WAIST,850
274000208,70226,BATT HRT2 HOLSTR,790
274000208,70993,HEARTWARE PK SHOULDER,900
274000209,65634,BG HRT2 CNSD RT,650
274000209,67847,BG HRT2 CNSD LT,650
274000211,36550,HEARTWARE BG SHOWER US,600
274000211,63583,BG CNTRLLR HRT2 PC,900
274000213,60826,HEARTWARE BATTERY,1500
274000213,61720,BATT HRT2 SET 14V,1250
274000213,65692,BATT HRT2 PCKT BCKUP 11V,1000
274000215,36534,HEARTWARE ADAPTER DC FOR CNTLR,4000
274000215,53355,DEV HRT3 LVAD MOD CBL,9604
274000215,54181,CAP CBL HRT3 LVAD MOD,307.34
274000215,61000,HEARTWARE DRIVELINE EXT CABLE,5200
274000215,66847,KT HRT2 ACCY PCKT WRBL,340
274000215,67161,CBL HRT2 BATT PWR CHRGR,70
274000215,67193,ADPT HRT2 INPT PM CBL,450
274000215,69507,CBL HRT2 MBL AC PWR,16000
274000215,69742,BATTERY SEALED LEAD ACID,150
274000215,70253,HEARTWARE ADAPTER ACD CNTLR,2000
274000215,70629,DEV HRT2 VNTRC PWR MOD 14V,2500
274000215,81837,ADPT HRT DC CNTRLLR PMP VAS,4000
274000262,60398,VOICE PROS PRV VOCAL 12.5,594
275000000,6441,EXTENDER LEAD 47CM,800
275000001,48436,ICD DYNAGEN EL DR DF1,19400
275000002,48597,ICD SUBQ EMBLEM MRI S-ICD,32786
275000003,30766,LEAD PPM TENDRIL STS IS-1 52,900
275000003,30844,LEAD PPM TENDRIL STS IS-1 58,900
275000004,6945,PPM ADAPTA DR LONGEVITY,5165.62
275000004,7810,PPM ADAPTA DR IS1,5165.62
275000004,26015,PPM VERSA DR,3583.36
275000004,48615,PPM ESSENTIO DR EL MRI,5898
275000004,48675,PPM ACCOLADE DR,5044
275000004,50575,PPM AZURE DR,7273.2
275000004,59857,PPM ACCENT DR RF,5800
275000005,6815,PPM ADAPTA SR IS1,4084.56
275000005,20204,STNT EVERFLEX 6X120X120,840
275000005,20212,STNT EVERFLEX 7X100X120,840
275000005,20239,STNT EVERFLEX 6X150X120,940
275000005,20245,STNT EVERFLEX OTW 6X100X120,840
275000005,20259,STNT EVERFLEX 7X20X12,840
275000005,20273,STNT EVERFLEX 8X60X120,840
275000005,20279,STNT EVERFLEX 6X80X120,840
275000005,20298,STNT EVERFLEX 7X40X120,840
275000005,20303,STNT EVERFLEX 6X60X12,840
275000005,20305,STNT EVERFLEX 6X20X120,840
275000005,20329,STNT EVERFLEX 7X60X120,840
275000005,22146,STNT EVERFLEX OTW 6X80X120,840
275000005,31723,PPM ASSURITY VR 6X47X50,5200
275000005,50483,STNT EVERFLEX 8X40X120,840
275000005,50484,STNT EVERFLEX 8X80X120,840
275000005,89227,STNT EVERFLEX 7X120X1,840
275000005,89228,STNT EVERFLEX 8X150X120,840
275000005,89229,STNT EVERFLEX 8X20X12,840
275000005,89231,STNT EVERFLEX 7X80X120,840
275000005,89234,STNT EVERFLEX 8X120X120,840
275000005,89235,STNT EVERFLEX 7X150X120,940
275000005,89237,STNT EVERFLEX 8X100X120,840
275000005,98801,SYS PPM LEADLESS MICRA,17500
275000006,9009,ICD CRT CLARIA QUAD DF4,32959.64
275000006,48554,ICD CRT VIVA XT DF4,27394.02
275000007,4358,LEAD STM BPLR TEMP 53,550
275000009,4495,LEAD PPM CAPSURE FIX MRI SS 45,712
275000009,9532,LEAD TND BIPLR ACT FIX 7FX46,900
275000009,9755,LEAD PPM CAPSURE FIX MRI SS 52,712
275000009,10334,LEAD PPM CAPSURE FIX MRI SS 58,712
275000009,14544,LEAD CPS UNPLR 6.6FX53,712
275000009,15461,KT LEAD NRSTM CORD PADL 65,11000
275000009,31643,LEAD PPM INGEVITY MRI 52CM,718
275000009,31677,LEAD PPM INGEVITY MRI 59CM,718
275000009,35209,LEAD PPM INGEVITY MRI 45CM,718
275000009,38956,LEAD CPS UNPLR 6.6FX35,712
275000009,39180,LEAD CPS UNPLR 8FX35,712
275000009,40729,LEAD CPS UNPLR 4.5FX35,712
275000009,60003,LEAD PPM TENDRIL STS IS-1 46,900
275000009,85977,LEAD EPICARDIAL IS1 35CM,680
275000009,93591,LEAD EPICARDIAL IS1 54CM,680
275000010,48469,LEAD PPM CAPSURE FIX MRI SS 85,712
275000014,13389,PPM CRT PERCEPTA QUAD IS4,11856
275000014,48517,PPM CRT VALITUDE IS1,10302
275000014,48545,PPM CRT ALLURE SPECIAL RF,12000
275000014,48733,PPM CRT VALITUDE X4,10302
275000014,62964,PPM DR CNS 6X57X59,9542.56
275000014,96782,PPM CRTP VISIONIST,13800
275000015,39221,LEAD DBS PERQ BRAIN 4 ELCTRD,5697
276000003,1170,LENS PMM MTA5U0 ANT +10.5D,170
276000003,1692,LENS L122UV ANT +11.0D,600
276000003,1698,LENS S122UV ANT +23.0D,600
276000003,1711,LENS S122UV ANT +10.0D,600
276000003,1719,LENS S122UV ANT +13.0D,600
276000003,1720,LENS S122UV ANT +20.0D,600
276000003,1727,LENS S122UV ANT +8.0D,600
276000003,1729,LENS L122UV ANT +8.0D,600
276000003,1734,LENS S122UV ANT +15.0D,600
276000003,1735,LENS S122UV ANT +12.0D,600
276000003,1740,LENS L122UV ANT +9.0D,600
276000003,1769,LENS L122UV ANT +22.0D,600
276000003,1779,LENS L122UV ANT +21.0D,600
276000003,1794,LENS S122UV ANT +7.0D,600
276000003,1797,LENS L122UV ANT +23.0D,600
276000003,1803,LENS L122UV ANT +25.0D,600
276000003,1804,LENS L122UV ANT +20.0D,600
276000003,1818,LENS L122UV ANT +26.0D,600
276000003,1838,LENS L122UV ANT +15.0D,600
276000003,1846,LENS S122UV ANT +14.0D,600
276000003,1851,LENS S122UV ANT +19.0D,600
276000003,1863,LENS L122UV ANT +10.0D,600
276000003,1885,LENS L122UV ANT +7.0D,600
276000003,1889,LENS S122UV ANT +9.0D,600
276000003,1896,LENS L122UV ANT +24.0D,600
276000003,1914,LENS S122UV ANT +11.0D,600
276000003,1929,LENS L122UV ANT +12.0D,600
276000003,1942,LENS S122UV ANT +16.0D,600
276000003,1954,LENS S122UV ANT +26.0D,600
276000003,1959,LENS L122UV ANT +14.0D,600
276000003,1960,LENS S122UV ANT +21.0D,600
276000003,1962,LENS S122UV ANT +17.0D,600
276000003,1968,LENS L122UV ANT +13.0D,600
276000003,1972,LENS L122UV ANT +19.0D,600
276000003,1977,LENS L122UV ANT +17.0D,600
276000003,1983,LENS S122UV ANT +22.0D,600
276000003,1989,LENS L122UV ANT +16.0D,600
276000003,1993,LENS L122UV ANT +18.0D,600
276000003,1994,LENS S122UV ANT +25.0D,600
276000003,2004,LENS S122UV ANT +24.0D,600
276000003,2005,LENS S122UV ANT +18.0D,600
276000003,9121,LENS L122UV ANT +18.5D,600
276000003,9128,LENS L122UV ANT +12.5D,600
276000003,9142,LENS L122UV ANT +21.5D,600
276000003,9150,LENS L122UV ANT +22.5D,600
276000003,9154,LENS L122UV ANT +17.5D,600
276000003,9157,LENS L122UV ANT +11.5D,600
276000003,9161,LENS L122UV ANT +20.5D,600
276000003,9174,LENS L122UV ANT +25.5D,600
276000003,9179,LENS L122UV ANT +16.5D,600
276000003,9185,LENS L122UV ANT +14.5D,600
276000003,9189,LENS L122UV ANT +23.5D,600
276000003,9206,LENS L122UV ANT +10.5D,600
276000003,9207,LENS L122UV ANT +19.5D,600
276000003,9215,LENS L122UV ANT +27.0D,600
276000003,9235,LENS L122UV ANT +24.5D,600
276000003,9238,LENS L122UV ANT +13.5D,600
276000003,9240,LENS L122UV ANT +15.5D,600
276000003,9295,LENS PMM MTA4U0 ANT +22.5D,170
276000003,9296,LENS PMM MTA4U0 ANT +27.5D,170
276000003,9372,LENS PMM MTA4U0 ANT +23.5D,170
276000003,9388,LENS PMM MTA4U0 ANT +29.0D,170
276000003,9454,LENS PMM MTA4U0 ANT +24.0D,170
276000003,9479,LENS PMM MTA4U0 ANT +24.5D,170
276000003,9552,LENS PMM MTA4U0 ANT +25.0D,170
276000003,9756,LENS PMM MTA4U0 ANT +28.0D,170
276000003,9766,LENS PMM MTA4U0 ANT +30.0D,170
276000003,9910,LENS PMM MTA4U0 ANT +27.0D,170
276000003,9986,LENS PMM MTA4U0 ANT +22.0D,170
276000003,18161,LENS S122UV ANT +16.5D,600
276000003,18163,LENS S122UV ANT +14.5D,600
276000003,18167,LENS L122UV ANT +7.5D,600
276000003,18182,LENS L122UV ANT +28.5D,600
276000003,18200,LENS S122UV ANT +25.5D,600
276000003,18201,LENS S122UV ANT +23.5D,600
276000003,18202,LENS L122UV ANT +9.5D,600
276000003,18204,LENS S122UV ANT +18.5D,600
276000003,18235,LENS L122UV ANT +29.0D,600
276000003,18279,LENS L122UV ANT +27.5D,600
276000003,18338,LENS L122UV ANT +28.0D,600
276000003,18388,LENS S122UV ANT +13.5D,600
276000003,18390,LENS L122UV ANT +8.5D,600
276000003,18432,LENS S122UV ANT +26.5D,600
276000003,18440,LENS S122UV ANT +19.5D,600
276000003,18445,LENS S122UV ANT +21.5D,600
276000003,18454,LENS S122UV ANT +9.5D,600
276000003,18512,LENS S122UV ANT +22.5D,600
276000003,18585,LENS S122UV ANT +30.0D,600
276000003,18624,LENS S122UV ANT +20.5D,600
276000003,18686,LENS S122UV ANT +27.0D,600
276000003,18690,LENS S122UV ANT +12.5D,600
276000003,18728,LENS S122UV ANT +8.5D,600
276000003,18768,LENS S122UV ANT +10.5D,600
276000003,18769,LENS S122UV ANT +29.5D,600
276000003,18932,LENS S122UV ANT +29.0D,600
276000003,18942,LENS S122UV ANT +28.5D,600
276000003,19019,LENS S122UV ANT +24.5D,600
276000003,19049,LENS S122UV ANT +11.5D,600
276000003,19072,LENS S122UV ANT +7.5D,600
276000003,19087,LENS S122UV ANT +28.0D,600
276000003,19089,LENS S122UV ANT +15.5D,600
276000003,19167,LENS S122UV ANT +17.5D,600
276000003,19195,LENS L122UV ANT +30.0D,600
276000003,19202,LENS L122UV ANT +29.5D,600
276000003,19230,LENS S122UV ANT +27.5D,600
276000003,19264,LENS L122UV ANT 13.75 +26.5,600
276000003,25052,LENS PMM MTA4U0 ANT +7.0D,170
276000003,25055,LENS PMM MTA4U0 ANT +9.0D,170
276000003,25135,LENS PMM MTA4U0 ANT +5.0D,170
276000003,25136,LENS PMM MTA4U0 ANT +6.0D,170
276000003,25150,LENS PMM MTA4U0 ANT +8.0D,170
276000003,25864,LENS PMM MTA4U0 ANT +6.5D,170
276000003,29076,LENS PMM MTA4U0 ANT +21.0D,170
276000003,29084,LENS PMM MTA4U0 ANT +23.0D,170
276000003,29090,LENS PMM MTA4U0 ANT +10.5D,170
276000003,29093,LENS PMM MTA4U0 ANT +21.5D,170
276000003,29147,LENS PMM MTA4U0 ANT +26.0D,170
276000003,29148,LENS PMM MTA4U0 ANT +26.5D,170
276000003,29150,LENS PMM MTA4U0 ANT +25.5D,170
276000003,29157,LENS PMM MTA4U0 ANT +13.0D,170
276000003,29159,LENS PMM MTA4U0 ANT +20.0D,170
276000003,29167,LENS PMM MTA4U0 ANT +19.5D,170
276000003,29198,LENS PMM MTA4U0 ANT +14.0D,170
276000003,29206,LENS PMM MTA4U0 ANT +13.5D,170
276000003,29211,LENS PMM MTA4U0 ANT +12.5D,170
276000003,29215,LENS PMM MTA4U0 ANT +11.5D,170
276000003,29216,LENS PMM MTA4U0 ANT +12.0D,170
276000003,29217,LENS PMM MTA4U0 ANT +11.0D,170
276000003,29227,LENS PMM MTA4U0 ANT +17.5D,170
276000003,29228,LENS PMM MTA4U0 ANT +20.5D,170
276000003,29229,LENS PMM MTA4U0 ANT +15.0D,170
276000003,29234,LENS PMM MTA4U0 ANT +18.0D,170
276000003,29237,LENS PMM MTA4U0 ANT +14.5D,170
276000003,29262,LENS PMM MTA4U0 ANT +16.5D,170
276000003,29266,LENS PMM MTA4U0 ANT +19.0D,170
276000003,29274,LENS PMM MTA4U0 ANT +18.5D,170
276000003,29277,LENS PMM MTA4U0 ANT +17.0D,170
276000003,29280,LENS PMM MTA4U0 ANT +16.0D,170
276000003,29296,LENS PMM MTA4U0 ANT +15.5D,170
276000003,34840,LENS PMM MTA4U0 ANT +10.0D,170
276000003,39134,LENS PMM MTA4U0 ANT +7.5D,170
276000003,42518,LENS PMM MTA4U0 ANT +5.5D,170
276000003,42525,LENS PMM MTA4U0 ANT +9.5D,170
276000003,42546,LENS PMM MTA4U0 ANT +8.5D,170
276000004,1095,LENS ACR MN60AC ANT +15.0D,298
276000004,1100,LENS ACR MN60AC ANT +10.0D,298
276000004,1101,LENS ACR MN60AC ANT +12.0D,298
276000004,1106,LENS ACR MN60AC ANT +17.0D,298
276000004,1121,LENS ACR MN60AC ANT +22.0D,298
276000004,1132,LENS ACR MN60AC ANT +17.5D,298
276000004,1145,LENS ACR MN60AC ANT +20.5D,298
276000004,1153,LENS ACR MN60AC ANT +21.5D,298
276000004,1155,LENS ACR MN60AC ANT +13.5D,298
276000004,1163,LENS ACR MN60AC ANT +14.0D,298
276000004,1167,LENS ACR MN60AC ANT +21.0D,298
276000004,1177,LENS ACR MN60AC ANT +11.5D,298
276000004,1178,LENS ACR MN60AC ANT +24.0D,298
276000004,1182,LENS ACR MN60AC ANT +15.5D,298
276000004,1188,LENS ACR MN60AC ANT +24.5D,298
276000004,1190,LENS ACR MN60AC ANT +18.0D,298
276000004,1210,LENS ACR MN60AC ANT +23.5D,298
276000004,1219,LENS ACR MN60AC ANT +20.0D,298
276000004,1224,LENS ACR MN60AC ANT +13.0D,298
276000004,1229,LENS ACR MN60AC ANT +16.0D,298
276000004,1232,LENS ACR MN60AC ANT +25.0D,298
276000004,1236,LENS ACR MN60AC ANT +18.5D,298
276000004,1254,LENS ACR MN60AC ANT +11.0D,298
276000004,1259,LENS ACR MN60AC ANT +23.0D,298
276000004,1265,LENS ACR MN60AC ANT +12.5D,298
276000004,1271,LENS ACR MN60AC ANT +10.5D,298
276000004,1283,LENS ACR MN60AC ANT +19.5D,298
276000004,1284,LENS ACR MN60AC ANT +25.5D,298
276000004,1285,LENS ACR MN60AC ANT +16.5D,298
276000004,1286,LENS ACR MN60AC ANT +14.5D,298
276000004,1301,LENS ACR MN60AC ANT +19.0D,298
276000004,1314,LENS ACR MN60AC ANT +22.5D,298
276000004,5766,LENS ACR SN60WF POST +29.0D,298
276000004,5913,LENS ACR MN60AC ANT +29.5D,298
276000004,5932,LENS ACR MN60AC ANT +26.5D,298
276000004,6109,LENS ACR MN60AC ANT +28.5D,298
276000004,6136,LENS ACR SN60WF POST +21.0D,298
276000004,6186,LENS MNFCL ANT HDRPHB +27.0D,298
276000004,6250,LENS MNFCL ANT HDRPHB +28.0D,298
276000004,6288,LENS ACR MN60AC ANT +26.0D,298
276000004,6350,LENS ACR MN60AC ANT +30.0D,298
276000004,6559,LENS ACR MN60AC ANT +29.0D,298
276000004,7852,LENS ACR MN60AC ANT +27.5D,298
276000004,10119,LENS HOYA ISERT 250 +11.00,230
276000004,10130,LENS HOYA ISERT 250 +29.00,230
276000004,11566,LENS HOYA ISERT 250 +13.00,230
276000004,12602,LENS HOYA ISERT 250 +18.00,230
276000004,12603,LENS HOYA ISERT 250 +16.00,230
276000004,12604,LENS HOYA ISERT 250 +15.00,230
276000004,12606,LENS HOYA ISERT 250 +16.50,230
276000004,12607,LENS HOYA ISERT 250 +25.50,230
276000004,12609,LENS HOYA ISERT 250 +23.50,230
276000004,12612,LENS HOYA ISERT 250 +24.00,230
276000004,12613,LENS HOYA ISERT 250 +20.00,230
276000004,12617,LENS HOYA ISERT 250 +21.50,230
276000004,12647,LENS HOYA ISERT 250 +21.00,230
276000004,12651,LENS HOYA ISERT 250 +22.00,230
276000004,12652,LENS HOYA ISERT 250 +19.00,230
276000004,12653,LENS HOYA ISERT 250 +18.50,230
276000004,12658,LENS HOYA ISERT 250 +19.50,230
276000004,12992,LENS HOYA ISERT 250 +14.00,230
276000004,13403,LENS HOYA ISERT 250 +20.50,230
276000004,13409,LENS HOYA ISERT 250 +22.50,230
276000004,13411,LENS HOYA ISERT 250 +25.00,230
276000004,13415,LENS HOYA ISERT 250 +26.00,230
276000004,13673,LENS HOYA ISERT 250 +17.00,230
276000004,13677,LENS HOYA ISERT 250 +23.00,230
276000004,14681,LENS HOYA ISERT 250 +14.50,230
276000004,14692,LENS HOYA ISERT 250 +24.50,230
276000004,14846,LENS HOYA ISERT 250 +17.50,230
276000004,17046,LENS HOYA ISERT 230 +6.00,210
276000004,17049,LENS HOYA ISERT 230 +7.00,210
276000004,17053,LENS HOYA ISERT 230 +7.50,210
276000004,17054,LENS HOYA ISERT 230 +6.50,210
276000004,17400,LENS HOYA ISERT 230 +26.50,210
276000004,17404,LENS HOYA ISERT 230 +16.00,210
276000004,17406,LENS HOYA ISERT 250 +26.50,230
276000004,17407,LENS HOYA ISERT 230 +22.50,210
276000004,17411,LENS HOYA ISERT 230 +14.50,210
276000004,17412,LENS HOYA ISERT 250 +8.50,230
276000004,17414,LENS HOYA ISERT 250 +10.00,230
276000004,17419,LENS HOYA ISERT 230 +9.00,210
276000004,17424,LENS HOYA ISERT 230 +13.50,210
276000004,17426,LENS HOYA ISERT 250 +15.50,230
276000004,17427,LENS HOYA ISERT 230 +21.50,210
276000004,17439,LENS HOYA ISERT 230 +12.00,210
276000004,17441,LENS HOYA ISERT 230 +19.50,210
276000004,17443,LENS HOYA ISERT 230 +10.50,210
276000004,17445,LENS HOYA ISERT 230 +8.50,210
276000004,17446,LENS HOYA ISERT 250 +9.00,230
276000004,17451,LENS HOYA ISERT 230 +25.50,210
276000004,17459,LENS HOYA ISERT 230 +15.50,210
276000004,17460,LENS HOYA ISERT 250 +7.50,230
276000004,17469,LENS HOYA ISERT 230 +10.00,210
276000004,17470,LENS HOYA ISERT 230 +29.50,210
276000004,17481,LENS HOYA ISERT 250 +9.50,230
276000004,17492,LENS HOYA ISERT 230 +15.00,210
276000004,17505,LENS HOYA ISERT 250 +28.00,230
276000004,17513,LENS HOYA ISERT 230 +18.50,210
276000004,17514,LENS HOYA ISERT 230 +20.50,210
276000004,17518,LENS HOYA ISERT 250 +11.50,230
276000004,17536,LENS HOYA ISERT 250 +6.50,230
276000004,17542,LENS HOYA ISERT 230 +18.00,210
276000004,17547,LENS HOYA ISERT 230 +12.50,210
276000004,17555,LENS HOYA ISERT 230 +21.00,210
276000004,17559,LENS HOYA ISERT 250 +10.50,230
276000004,17563,LENS HOYA ISERT 230 +19.00,210
276000004,17569,LENS HOYA ISERT 230 +16.50,210
276000004,17571,LENS HOYA ISERT 230 +9.50,210
276000004,17581,LENS HOYA ISERT 230 +13.00,210
276000004,17596,LENS HOYA ISERT 230 +24.00,210
276000004,17599,LENS HOYA ISERT 230 +8.00,210
276000004,17602,LENS HOYA ISERT 250 +27.00,230
276000004,17604,LENS HOYA ISERT 230 +27.50,210
276000004,17613,LENS HOYA ISERT 250 +30.00,230
276000004,17614,LENS HOYA ISERT 230 +27.00,210
276000004,17616,LENS HOYA ISERT 250 +27.50,230
276000004,17633,LENS HOYA ISERT 230 +24.50,210
276000004,17656,LENS HOYA ISERT 250 +6.00,230
276000004,17662,LENS HOYA ISERT 250 +28.50,230
276000004,17677,LENS HOYA ISERT 230 +28.00,210
276000004,17684,LENS HOYA ISERT 230 +23.00,210
276000004,17693,LENS HOYA ISERT 250 +12.50,230
276000004,17711,LENS HOYA ISERT 230 +20.00,210
276000004,17712,LENS HOYA ISERT 230 +29.00,210
276000004,17716,LENS HOYA ISERT 250 +7.00,230
276000004,17729,LENS HOYA ISERT 230 +30.00,210
276000004,17745,LENS HOYA ISERT 250 +13.50,230
276000004,17755,LENS HOYA ISERT 250 +29.50,230
276000004,17764,LENS HOYA ISERT 250 +8.00,230
276000004,17769,LENS HOYA ISERT 230 +26.00,210
276000004,17787,LENS HOYA ISERT 230 +28.50,210
276000004,17791,LENS HOYA ISERT 230 +23.50,210
276000004,17800,LENS HOYA ISERT 230 +22.00,210
276000004,17803,LENS HOYA ISERT 250 +12.00,230
276000004,17822,LENS HOYA ISERT 230 +25.00,210
276000004,17873,LENS HOYA ISERT 230 +17.00,210
276000004,17877,LENS HOYA ISERT 230 +17.50,210
276000004,17884,LENS HOYA ISERT 230 +14.00,210
276000004,17893,LENS HOYA ISERT 230 +11.00,210
276000004,17895,LENS HOYA ISERT 230 +11.50,210
276000004,18043,LENS ENV MX60US BICNVX +7.0D,190
276000004,18045,LENS ENV MX60E BICNVX +32.00D,190
276000004,18168,LENS ENV MX60US BICNVX +11.0D,190
276000004,18191,LENS ENV MX60US BICNVX +15.5D,190
276000004,18236,LENS ENV MX60US BICNVX +26.0D,190
276000004,18239,LENS ENV MX60US BICNVX +19.0D,190
276000004,18266,LENS ENV MX60E BICNVX +02.00D,190
276000004,18290,LENS ENV MX60US BICNVX +22.5D,190
276000004,18295,LENS ENV MX60US BICNVX +20.5D,190
276000004,18305,LENS ENV MX60US BICNVX +10.5D,190
276000004,18359,LENS ENV MX60US BICNVX +27.5D,190
276000004,18397,LENS ENV MX60US BICNVX +12.5D,190
276000004,18406,LENS ENV MX60US BICNVX +21.0D,190
276000004,18430,LENS ENV MX60US BICNVX +30.0D,190
276000004,18444,LENS ENV MX60US BICNVX +29.0D,190
276000004,18472,LENS ENV MX60US BICNVX +17.0D,190
276000004,18504,LENS ENV MX60US BICNVX +18.0D,190
276000004,18521,LENS ENV MX60US BICNVX +18.5D,190
276000004,18522,LENS ENV MX60US BICNVX +23.5D,190
276000004,18545,LENS ENV MX60US BICNVX +22.0D,190
276000004,18568,LENS ENV MX60US BICNVX +10.0D,190
276000004,18597,LENS ENV MX60E BICNVX +01.00D,190
276000004,18605,LENS ENV MX60US BICNVX +26.5D,190
276000004,18668,LENS ENV MX60US BICNVX +8.0D,190
276000004,18680,LENS ENV MX60US BICNVX +14.0D,190
276000004,18689,LENS ENV MX60US BICNVX +11.5D,190
276000004,18703,LENS ENV MX60US BICNVX +21.5D,190
276000004,18721,LENS ENV MX60US BICNVX +25.0D,190
276000004,18801,LENS ENV MX60US BICNVX +16.5D,190
276000004,18814,LENS ENV MX60US BICNVX +20.0D,190
276000004,18866,LENS ENV MX60US BICNVX +28.5D,190
276000004,18911,LENS ENV MX60US BICNVX +25.5D,190
276000004,18917,LENS ENV MX60US BICNVX +19.5D,190
276000004,18945,LENS ENV MX60US BICNVX +14.5D,190
276000004,18958,LENS ENV MX60US BICNVX +6.0D,190
276000004,18982,LENS ENV MX60US BICNVX +29.5D,190
276000004,18994,LENS ENV MX60US BICNVX +15.0D,190
