file_urls,time
http://www.permianregional.com/docs/ce-notice-english_w_logo-amended2.pdf,06 11 2019 23:37:39
http://www.permianregional.com/docs/PRMC__Non-discrimination_Statement_spanish.pdf,06 11 2019 23:37:39
http://www.permianregional.com/docs/TTSwebrelease_Updated_10_2017.pdf,06 11 2019 23:37:39
http://www.permianregional.com/docs/TRANSLATED_TAGLINES.pdf,06 11 2019 23:37:39
http://www.permianregional.com/docs/EmployeeBenefits.pdf,06 11 2019 23:37:40
