file_urls,time
https://reading.towerhealth.org/app/files/public/178/billingandpaymentsurgicalservicesspanish.pdf,06 12 2019 09:03:58
https://reading.towerhealth.org/app/files/public/177/billingandpaymentsurgicalservices.pdf,06 12 2019 09:03:58
https://reading.towerhealth.org/app/files/public/176/billingandpaymentrhsspanish.pdf,06 12 2019 09:03:59
https://reading.towerhealth.org/app/files/public/175/billingandpaymentrhs.pdf,06 12 2019 09:03:59
