file_urls,time
https://mychart.nhrmc.org/mychart/en-US/docs/MyChart-Child-Proxy.pdf,06 11 2019 23:46:42
https://mychart.nhrmc.org/mychart/en-US/docs/MyChart-Adult-Proxy.pdf,06 11 2019 23:46:42
