file_urls,time
https://www.rwhs.org/sites/default/files/copy_of_top_25_summary.csv,06 11 2019 21:27:25
https://www.rwhs.org/sites/default/files/copy_of_top_25_summary.xlsx,06 11 2019 21:27:25
https://www.rwhs.org/sites/default/files/copy_of_top_25_summary.pdf,06 11 2019 21:27:26
