file_urls,time
https://mail.the-med.org/owa/auth/logon.aspx?replaceCurrent=1&url=https%3a%2f%2fmail.the-med.org%2fowa%2f,06 12 2019 02:59:02
https://regionalonehealth-valeoonlinemarke.netdna-ssl.com/wp-content/uploads/2018/12/Hospital-Inpatient-Services-121018.xlsx?x46152,06 12 2019 02:59:03
https://regionalonehealth-valeoonlinemarke.netdna-ssl.com/wp-content/uploads/2018/12/Chargemaster070117_063018.xlsx?x46152,06 12 2019 02:59:03
https://regionalonehealth-valeoonlinemarke.netdna-ssl.com/wp-content/uploads/2018/12/Hospital-Outpatient-Services-122718-1.xlsx?x46152,06 12 2019 02:59:04
