file_urls,time
https://www.hiltonheadregional.com/docs/librariesprovider94/chargemasters/hilton-head-regional-drg-averages.xlsx?sfvrsn=71f2d23e_2,06 12 2019 09:02:36
https://www.hiltonheadregional.com/docs/librariesprovider94/chargemasters/coastal-carolina-part-2.xlsx?sfvrsn=cef1d23e_2,06 12 2019 09:02:36
https://www.hiltonheadregional.com/docs/librariesprovider94/chargemasters/coastal-carolina-part-1.xlsx?sfvrsn=c1f1d23e_2,06 12 2019 09:02:36
https://www.hiltonheadregional.com/docs/librariesprovider94/chargemasters/hilton-head-part-1.xlsx?sfvrsn=ccf1d23e_2,06 12 2019 09:02:36
https://www.hiltonheadregional.com/docs/librariesprovider94/chargemasters/hilton-head-part-2.xlsx?sfvrsn=cdf1d23e_2,06 12 2019 09:02:36
