file_urls,time
https://kdmc.org/about-kdmc/pricing-transparency/kdmc-drg-2019-csv/,06 12 2019 06:14:39
https://kdmc.org/about-kdmc/pricing-transparency/kdmc-price-list-2019-csv/,06 12 2019 06:14:39
