urls
https://www.vitals.com/pharmacy/ramey-pharmacy-2150-e-cleveland-st-monett-mo
https://www.vitals.com/doctors/Dr_Douglas_W_Perkins.html
https://www.vitals.com/pharmacy/3z72s3/price-chopper-pharmacy-blue-springs
