urls
https://www.stjhs.org/our-locations/northern-california/st-joseph-health-prompt-care-napa/
https://www.stjhs.org/our-locations/southern-california/huntington-beach-hoag-urgent-care/
https://www.stjhs.org/our-locations/southern-california/mission-hospital-laguna-beach/
